OrgIndexId,GradYear,SchoolYear,StudentGroup,GradeLevel,DAT,CountExpected,CountMet,CountPrevPassed,PctMet_OSPI,PctMet,L1,L2,L3,L4,PctFoundational,CountFoundational,PctAltAssessment,DataAsOf,PctMet_Flag,PctMet_Delta
584,2025,2014-15,All Students,3,ERR_None,97,58,97,59.8%,0.597938,0.2061855670103,0.1752577319587,0.4226804123711,0.1752577319587,,,,09/09/2022 12:00:00 AM,OK,1.44329800000342E-07
584,2025,2014-15,Homeless,3,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
584,2025,2014-15,Low-Income,3,ERR_None,47,21,47,44.7%,0.446809,0.3404255319148,0.1914893617021,0.3191489361702,0.1276595744680,,,,09/09/2022 12:00:00 AM,OK,-4.89361799971277E-07
584,2025,2014-15,Migrant,3,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
584,2024,2014-15,All Students,4,ERR_None,106,50,106,47.2%,0.471698,0.1792452830188,0.3301886792452,0.2830188679245,0.1886792452830,,,,09/09/2022 12:00:00 AM,OK,1.13207499985446E-07
584,2024,2014-15,Low-Income,4,ERR_None,48,14,48,29.2%,0.291667,0.2500000000000,0.4583333333333,0.2500000000000,0.0416666666666,,,,09/09/2022 12:00:00 AM,OK,-3.33333399993307E-07
584,2024,2014-15,Migrant,4,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
584,,2014-15,All Students,99,ERR_None,203,108,203,53.2%,0.53202,0.1921182266009,0.2561576354679,0.3497536945812,0.1822660098522,,,,09/09/2022 12:00:00 AM,OK,-2.95566600083674E-07
584,,2014-15,Homeless,99,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
584,,2014-15,Low-Income,99,ERR_None,95,35,95,36.8%,0.368421,0.2947368421052,0.3263157894736,0.2842105263157,0.0842105263157,,,,09/09/2022 12:00:00 AM,OK,5.263140001599E-08
584,,2014-15,Migrant,99,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
584,2026,2015-16,All Students,3,ERR_None,88,63,88,71.6%,0.715909,0.1250000000000,0.1363636363636,0.3295454545454,0.3863636363636,,,,09/09/2022 12:00:00 AM,OK,9.09089999945323E-08
584,2026,2015-16,Homeless,3,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
584,2026,2015-16,Low-Income,3,ERR_None,39,22,39,56.4%,0.564103,0.1538461538461,0.2307692307692,0.3333333333333,0.2307692307692,,,,09/09/2022 12:00:00 AM,OK,-4.35897499984073E-07
584,2026,2015-16,Migrant,3,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
584,2025,2015-16,All Students,4,ERR_None,100,50,100,50.0%,0.5,0.1700000000000,0.3300000000000,0.2700000000000,0.2300000000000,,,,09/09/2022 12:00:00 AM,OK,0
584,2025,2015-16,Homeless,4,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
584,2025,2015-16,Low-Income,4,ERR_None,48,16,48,33.3%,0.333333,0.3125000000000,0.3541666666666,0.1458333333333,0.1875000000000,,,,09/09/2022 12:00:00 AM,OK,3.33333300017724E-07
584,2025,2015-16,Migrant,4,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
584,,2015-16,All Students,99,ERR_None,188,113,188,60.1%,0.601064,0.1489361702127,0.2393617021276,0.2978723404255,0.3031914893617,,,,09/09/2022 12:00:00 AM,OK,-1.70212800076897E-07
584,,2015-16,Homeless,99,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
584,,2015-16,Low-Income,99,ERR_None,87,38,87,43.7%,0.436782,0.2413793103448,0.2988505747126,0.2298850574712,0.2068965517241,,,,09/09/2022 12:00:00 AM,OK,-3.90804700045599E-07
584,,2015-16,Migrant,99,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
