OrgIndexId,GradYear,SchoolYear,StudentGroup,GradeLevel,DAT,CountExpected,CountMet,CountPrevPassed,PctMet_OSPI,PctMet,L1,L2,L3,L4,PctFoundational,CountFoundational,PctAltAssessment,DataAsOf,PctMet_Flag,PctMet_Delta
2270,2025,2014-15,All Students,3,ERR_None,74,53,74,71.6%,0.716216,0.0945945945945,0.1756756756756,0.3243243243243,0.3918918918918,,,,09/09/2022 12:00:00 AM,OK,2.16216100024091E-07
2270,2025,2014-15,Homeless,3,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2270,2025,2014-15,Low-Income,3,ERR_None,32,19,32,59.4%,0.59375,0.0937500000000,0.3125000000000,0.2812500000000,0.3125000000000,,,,09/09/2022 12:00:00 AM,OK,0
2270,2024,2014-15,All Students,4,ERR_None,82,35,82,42.7%,0.426829,0.1463414634146,0.3902439024390,0.2073170731707,0.2195121951219,,,,09/09/2022 12:00:00 AM,OK,2.68292600025255E-07
2270,2024,2014-15,Homeless,4,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2270,2024,2014-15,Low-Income,4,ERR_None,40,15,40,37.5%,0.375,0.1500000000000,0.4500000000000,0.2000000000000,0.1750000000000,,,,09/09/2022 12:00:00 AM,OK,0
2270,2023,2014-15,All Students,5,ERR_None,82,37,82,45.1%,0.45122,0.2804878048780,0.2682926829268,0.2682926829268,0.1829268292682,,,,09/09/2022 12:00:00 AM,OK,-4.8780500000456E-07
2270,2023,2014-15,Homeless,5,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2270,2023,2014-15,Low-Income,5,ERR_None,36,13,36,36.1%,0.361111,0.4166666666666,0.2222222222222,0.2777777777777,0.0833333333333,,,,09/09/2022 12:00:00 AM,OK,1.11111000011821E-07
2270,,2014-15,All Students,99,ERR_None,238,125,238,52.5%,0.52521,0.1764705882352,0.2815126050420,0.2647058823529,0.2605042016806,,,,09/09/2022 12:00:00 AM,OK,8.40335000473758E-08
2270,,2014-15,Homeless,99,ERR_None,10,2,10,20.0%,0.2,0.2000000000000,0.6000000000000,0.2000000000000,0.0000000000000,,,,09/09/2022 12:00:00 AM,OK,0
2270,,2014-15,Low-Income,99,ERR_None,108,47,108,43.5%,0.435185,0.2222222222222,0.3333333333333,0.2500000000000,0.1851851851851,,,,09/09/2022 12:00:00 AM,OK,1.85185099976781E-07
2270,2026,2015-16,All Students,3,ERR_None,101,56,101,55.4%,0.554455,0.1683168316831,0.2574257425742,0.3663366336633,0.1881188118811,,,,09/09/2022 12:00:00 AM,OK,4.45544399929609E-07
2270,2026,2015-16,Homeless,3,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2270,2026,2015-16,Low-Income,3,ERR_None,47,23,47,48.9%,0.489362,0.1702127659574,0.3404255319148,0.3617021276595,0.1276595744680,,,,09/09/2022 12:00:00 AM,OK,-2.97872500054641E-07
2270,2025,2015-16,All Students,4,ERR_None,74,45,74,60.8%,0.608108,0.1081081081081,0.2702702702702,0.2837837837837,0.3243243243243,,,,09/09/2022 12:00:00 AM,OK,1.08107999996498E-07
2270,2025,2015-16,Homeless,4,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2270,2025,2015-16,Low-Income,4,ERR_None,33,19,33,57.6%,0.575758,0.1515151515151,0.2727272727272,0.3333333333333,0.2424242424242,,,,09/09/2022 12:00:00 AM,OK,-4.24242500018934E-07
2270,2024,2015-16,All Students,5,ERR_None,70,20,70,28.6%,0.285714,0.3285714285714,0.3571428571428,0.1285714285714,0.1571428571428,,,,09/09/2022 12:00:00 AM,OK,2.85714199965703E-07
2270,2024,2015-16,Homeless,5,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2270,2024,2015-16,Low-Income,5,ERR_None,33,7,33,21.2%,0.212121,0.3636363636363,0.4242424242424,0.1212121212121,0.0909090909090,,,,09/09/2022 12:00:00 AM,OK,2.12121099990581E-07
2270,,2015-16,All Students,99,ERR_None,245,121,245,49.4%,0.493878,0.1959183673469,0.2897959183673,0.2734693877551,0.2204081632653,,,,09/09/2022 12:00:00 AM,OK,-4.48979599998456E-07
2270,,2015-16,Homeless,99,ERR_None,13,5,13,38.5%,0.384615,0.0769230769230,0.5384615384615,0.3846153846153,0.0000000000000,,,,09/09/2022 12:00:00 AM,OK,3.84615299997559E-07
2270,,2015-16,Low-Income,99,ERR_None,113,49,113,43.4%,0.433628,0.2212389380530,0.3451327433628,0.2831858407079,0.1504424778761,,,,09/09/2022 12:00:00 AM,OK,3.18583999958655E-07
