OrgIndexId,GradYear,SchoolYear,StudentGroup,GradeLevel,DAT,CountExpected,CountMet,CountPrevPassed,PctMet_OSPI,PctMet,L1,L2,L3,L4,PctFoundational,CountFoundational,PctAltAssessment,DataAsOf,PctMet_Flag,PctMet_Delta
2165,2025,2014-15,All Students,3,ERR_None,163,58,163,35.6%,0.355828,0.2760736196319,0.3680981595092,0.2269938650306,0.1288343558282,,,,09/09/2022 12:00:00 AM,OK,2.20858800026313E-07
2165,2025,2014-15,Homeless,3,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,2025,2014-15,Low-Income,3,ERR_None,124,39,124,31.5%,0.314516,0.2983870967741,0.3870967741935,0.2177419354838,0.0967741935483,,,,09/09/2022 12:00:00 AM,OK,1.290321000047E-07
2165,2024,2014-15,All Students,4,ERR_None,121,58,121,47.9%,0.479339,0.1983471074380,0.3140495867768,0.2975206611570,0.1818181818181,,,,09/09/2022 12:00:00 AM,OK,-1.57024900027114E-07
2165,2024,2014-15,Homeless,4,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,2024,2014-15,Low-Income,4,ERR_None,89,37,89,41.6%,0.41573,0.2247191011235,0.3483146067415,0.2696629213483,0.1460674157303,,,,09/09/2022 12:00:00 AM,OK,3.37078599976781E-07
2165,2023,2014-15,All Students,5,ERR_None,124,51,124,41.1%,0.41129,0.3387096774193,0.2338709677419,0.1935483870967,0.2177419354838,,,,09/09/2022 12:00:00 AM,OK,3.22580500033975E-07
2165,2023,2014-15,Low-Income,5,ERR_None,100,35,100,35.0%,0.35,0.3900000000000,0.2400000000000,0.1900000000000,0.1600000000000,,,,09/09/2022 12:00:00 AM,OK,0
2165,,2014-15,All Students,99,ERR_None,408,167,408,40.9%,0.409314,0.2720588235294,0.3112745098039,0.2377450980392,0.1715686274509,,,,09/09/2022 12:00:00 AM,OK,-2.74509899977904E-07
2165,,2014-15,Homeless,99,ERR_None,13,3,13,23.1%,0.230769,0.3846153846153,0.3846153846153,0.1538461538461,0.0769230769230,,,,09/09/2022 12:00:00 AM,OK,2.30769099995864E-07
2165,,2014-15,Low-Income,99,ERR_None,313,111,313,35.5%,0.354633,0.3067092651757,0.3290734824281,0.2236421725239,0.1309904153354,,,,09/09/2022 12:00:00 AM,OK,-4.12140699956876E-07
2165,2026,2015-16,All Students,3,ERR_None,138,52,138,37.7%,0.376812,0.2826086956521,0.3188405797101,0.2753623188405,0.1014492753623,,,,09/09/2022 12:00:00 AM,OK,-4.05797200009328E-07
2165,2026,2015-16,Homeless,3,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,2026,2015-16,Low-Income,3,ERR_None,103,33,103,32.0%,0.320388,0.3106796116504,0.3495145631067,0.2718446601941,0.0485436893203,,,,09/09/2022 12:00:00 AM,OK,3.49514399977657E-07
2165,2025,2015-16,All Students,4,ERR_None,156,64,156,41.0%,0.410256,0.1474358974358,0.4166666666666,0.2371794871794,0.1730769230769,,,,09/09/2022 12:00:00 AM,OK,4.10256299987477E-07
2165,2025,2015-16,Homeless,4,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,2025,2015-16,Low-Income,4,ERR_None,118,42,118,35.6%,0.355932,0.1779661016949,0.4322033898305,0.2288135593220,0.1271186440677,,,,09/09/2022 12:00:00 AM,OK,2.03389699970913E-07
2165,2024,2015-16,All Students,5,ERR_None,122,39,122,32.0%,0.319672,0.2950819672131,0.3606557377049,0.1475409836065,0.1721311475409,,,,09/09/2022 12:00:00 AM,OK,1.31147399995424E-07
2165,2024,2015-16,Homeless,5,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,2024,2015-16,Low-Income,5,ERR_None,93,22,93,23.7%,0.236559,0.3548387096774,0.3870967741935,0.1397849462365,0.0967741935483,,,,09/09/2022 12:00:00 AM,OK,1.39784800012865E-07
2165,,2015-16,All Students,99,ERR_None,416,155,416,37.3%,0.372596,0.2355769230769,0.3677884615384,0.2235576923076,0.1490384615384,,,,09/09/2022 12:00:00 AM,OK,1.53845999995017E-07
2165,,2015-16,Homeless,99,ERR_None,21,5,21,23.8%,0.238095,0.3809523809523,0.3333333333333,0.1904761904761,0.0476190476190,,,,09/09/2022 12:00:00 AM,OK,2.38095100024704E-07
2165,,2015-16,Low-Income,99,ERR_None,314,97,314,30.9%,0.308917,0.2738853503184,0.3917197452229,0.2165605095541,0.0923566878980,,,,09/09/2022 12:00:00 AM,OK,1.97452100003659E-07
2165,2027,2016-17,All Students,3,ERR_None,93,46,93,49.5%,0.494624,0.2580645161290,0.2365591397849,0.2365591397849,0.2580645161290,,,,09/09/2022 12:00:00 AM,OK,-3.44086100001473E-07
2165,2027,2016-17,Homeless,3,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,2027,2016-17,Low-Income,3,ERR_None,62,23,62,37.1%,0.370968,0.3225806451612,0.2903225806451,0.1612903225806,0.2096774193548,,,,09/09/2022 12:00:00 AM,OK,-2.58064600022756E-07
2165,2026,2016-17,All Students,4,ERR_None,109,47,109,43.1%,0.431193,0.2201834862385,0.3302752293577,0.2660550458715,0.1651376146788,,,,09/09/2022 12:00:00 AM,OK,-3.39449700015315E-07
2165,2026,2016-17,Homeless,4,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,2026,2016-17,Low-Income,4,ERR_None,81,35,81,43.2%,0.432099,0.2469135802469,0.3209876543209,0.2716049382716,0.1604938271604,,,,09/09/2022 12:00:00 AM,OK,-2.34568000023749E-07
2165,2026,2016-17,Military Parent,4,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,2025,2016-17,All Students,5,ERR_None,127,39,127,30.7%,0.307087,0.3779527559055,0.2834645669291,0.1417322834645,0.1653543307086,,,,09/09/2022 12:00:00 AM,OK,-3.85826899984565E-07
2165,2025,2016-17,Homeless,5,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,2025,2016-17,Low-Income,5,ERR_None,85,23,85,27.1%,0.270588,0.3882352941176,0.3176470588235,0.1647058823529,0.1058823529411,,,,09/09/2022 12:00:00 AM,OK,2.35294000006103E-07
2165,2025,2016-17,Military Parent,5,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,,2016-17,All Students,99,ERR_None,329,132,329,40.1%,0.401216,0.2917933130699,0.2857142857142,0.2097264437689,0.1914893617021,,,,09/09/2022 12:00:00 AM,OK,-1.94529000019372E-07
2165,,2016-17,Homeless,99,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
2165,,2016-17,Low-Income,99,ERR_None,228,81,228,35.5%,0.355263,0.3201754385964,0.3114035087719,0.2017543859649,0.1535087719298,,,,09/09/2022 12:00:00 AM,OK,1.57894699981398E-07
